CODGEO;LIBGEO;EPCI;LIBEPCI
02084;Bézu-le-Guéry;240200584;CC du Canton de Charly-sur-Marne
02085;Bézu-Saint-Germain;200072031;CA de la Région de Château-Thierry
02086;Bichancourt;200071785;CA Chauny-Tergnier-La Fère
02087;Bieuxy;200071991;CC Retz-en-Valois
02088;Bièvres;200043495;CA du Pays de Laon
02089;Billy-sur-Aisne;240200477;CA GrandSoissons Agglomération
02090;Billy-sur-Ourcq;240200519;CC du Canton d'Oulchy-le-Château
02091;Blanzy-lès-Fismes;240200501;CC du Val de l'Aisne
02093;Blérancourt;200071769;CC Picardie des Châteaux
02094;Blesmes;200072031;CA de la Région de Château-Thierry
02095;Bohain-en-Vermandois;240200493;CC du Pays du Vermandois
02096;Bois-lès-Pargny;240200469;CC du Pays de la Serre
02097;Boncourt;240200576;CC de la Champagne Picarde
02098;Bonneil;200072031;CA de la Région de Château-Thierry
02099;Bonnesvalyn;200072031;CA de la Région de Château-Thierry
02100;Bony;240200493;CC du Pays du Vermandois
02101;Bosmont-sur-Serre;240200469;CC du Pays de la Serre
02102;Bouconville-Vauclair;240200592;CC du Chemin des Dames
02103;Boué;240200444;CC de la Thiérache du Centre
02104;Bouffignereux;240200576;CC de la Champagne Picarde
02105;Bouresches;200072031;CA de la Région de Château-Thierry
02106;Bourg-et-Comin;240200592;CC du Chemin des Dames
02107;Bourguignon-sous-Coucy;200071769;CC Picardie des Châteaux
02108;Bourguignon-sous-Montbavin;200071769;CC Picardie des Châteaux
02109;La Bouteille;240200444;CC de la Thiérache du Centre
02110;Braine;240200501;CC du Val de l'Aisne
02111;Brancourt-en-Laonnois;200071769;CC Picardie des Châteaux
02112;Brancourt-le-Grand;240200493;CC du Pays du Vermandois
02114;Brasles;200072031;CA de la Région de Château-Thierry
02115;Braye-en-Laonnois;240200592;CC du Chemin des Dames
02116;Braye-en-Thiérache;240200444;CC de la Thiérache du Centre
02117;Bray-Saint-Christophe;200071892;CA du Saint-Quentinois
02118;Braye;240200501;CC du Val de l'Aisne
02119;Brécy;200072031;CA de la Région de Château-Thierry
02120;Brenelle;240200501;CC du Val de l'Aisne
02121;Breny;240200519;CC du Canton d'Oulchy-le-Château
02122;Brie;200071785;CA Chauny-Tergnier-La Fère
02123;Brissay-Choigny;200040426;CC du Val de l'Oise
02124;Brissy-Hamégicourt;200040426;CC du Val de l'Oise
02125;Brumetz;200072031;CA de la Région de Château-Thierry
02126;Brunehamel;240200634;CC des Portes de la Thiérache
02127;Bruyères-sur-Fère;200072031;CA de la Région de Château-Thierry
02128;Bruyères-et-Montbérault;200043495;CA du Pays de Laon
02129;Bruys;240200501;CC du Val de l'Aisne
02130;Bucilly;240200600;CC des Trois Rivières
02131;Bucy-le-Long;240200501;CC du Val de l'Aisne
02132;Bucy-lès-Cerny;200043495;CA du Pays de Laon
02133;Bucy-lès-Pierrepont;240200576;CC de la Champagne Picarde
02134;Buire;240200600;CC des Trois Rivières
02135;Buironfosse;240200444;CC de la Thiérache du Centre
02136;Burelles;240200444;CC de la Thiérache du Centre
02137;Bussiares;200072031;CA de la Région de Château-Thierry
02138;Buzancy;240200519;CC du Canton d'Oulchy-le-Château
02139;Caillouël-Crépigny;200071785;CA Chauny-Tergnier-La Fère
02140;Camelin;200071769;CC Picardie des Châteaux
02141;La Capelle;240200444;CC de la Thiérache du Centre
02142;Castres;200071892;CA du Saint-Quentinois
02143;Le Catelet;240200493;CC du Pays du Vermandois
02144;Caulaincourt;240200493;CC du Pays du Vermandois
02145;Caumont;200071785;CA Chauny-Tergnier-La Fère
02146;Celles-lès-Condé;200072031;CA de la Région de Château-Thierry
02148;Celles-sur-Aisne;240200501;CC du Val de l'Aisne
02149;Cerizy;200040426;CC du Val de l'Oise
02150;Cerny-en-Laonnois;200043495;CA du Pays de Laon
02151;Cerny-lès-Bucy;200043495;CA du Pays de Laon
02152;Cerseuil;240200501;CC du Val de l'Aisne
02153;Cessières-Suzy;200043495;CA du Pays de Laon
02154;Chacrise;240200519;CC du Canton d'Oulchy-le-Château
02155;Chaillevois;200071769;CC Picardie des Châteaux
02156;Chalandry;240200469;CC du Pays de la Serre
02157;Chambry;200043495;CA du Pays de Laon
02158;Chamouille;200043495;CA du Pays de Laon
02159;Champs;200071769;CC Picardie des Châteaux
02160;Chaourse;240200634;CC des Portes de la Thiérache
02162;La Chapelle-sur-Chézy;240200584;CC du Canton de Charly-sur-Marne
02163;Charly-sur-Marne;240200584;CC du Canton de Charly-sur-Marne
02164;Le Charmel;200072031;CA de la Région de Château-Thierry
02165;Charmes;200071785;CA Chauny-Tergnier-La Fère
02166;Chartèves;200072031;CA de la Région de Château-Thierry
02167;Chassemy;240200501;CC du Val de l'Aisne
02168;Château-Thierry;200072031;CA de la Région de Château-Thierry
02169;Châtillon-lès-Sons;240200469;CC du Pays de la Serre
02170;Châtillon-sur-Oise;200040426;CC du Val de l'Oise
02171;Chaudardes;240200576;CC de la Champagne Picarde
02172;Chaudun;240200519;CC du Canton d'Oulchy-le-Château
02173;Chauny;200071785;CA Chauny-Tergnier-La Fère
02174;Chavignon;240200501;CC du Val de l'Aisne
02175;Chavigny;240200477;CA GrandSoissons Agglomération
02176;Chavonne;240200501;CC du Val de l'Aisne
02177;Chérêt;200043495;CA du Pays de Laon
02178;Chermizy-Ailles;240200592;CC du Chemin des Dames
02179;Chéry-Chartreuve;240200501;CC du Val de l'Aisne
02180;Chéry-lès-Pouilly;240200469;CC du Pays de la Serre
02181;Chéry-lès-Rozoy;240200634;CC des Portes de la Thiérache
02182;Chevennes;240200444;CC de la Thiérache du Centre
02183;Chevregny;240200592;CC du Chemin des Dames
02184;Chevresis-Monceau;200040426;CC du Val de l'Oise
02185;Chézy-en-Orxois;200072031;CA de la Région de Château-Thierry
02186;Chézy-sur-Marne;240200584;CC du Canton de Charly-sur-Marne
02187;Chierry;200072031;CA de la Région de Château-Thierry
02188;Chigny;200071983;CC Thiérache Sambre et Oise
02189;Chivres-en-Laonnois;240200576;CC de la Champagne Picarde
02190;Chivres-Val;240200501;CC du Val de l'Aisne
02191;Chivy-lès-Étouvelles;200043495;CA du Pays de Laon
02192;Chouy;200071991;CC Retz-en-Valois
02193;Cierges;200072031;CA de la Région de Château-Thierry
02194;Cilly;240200469;CC du Pays de la Serre
02195;Ciry-Salsogne;240200501;CC du Val de l'Aisne
02196;Clacy-et-Thierret;200043495;CA du Pays de Laon
02197;Clairfontaine;240200444;CC de la Thiérache du Centre
02198;Clamecy;240200501;CC du Val de l'Aisne
02199;Clastres;200071892;CA du Saint-Quentinois
02200;Clermont-les-Fermes;240200634;CC des Portes de la Thiérache
02201;Cœuvres-et-Valsery;200071991;CC Retz-en-Valois
02203;Coincy;200072031;CA de la Région de Château-Thierry
02204;Coingt;240200600;CC des Trois Rivières
02205;Colligis-Crandelain;200043495;CA du Pays de Laon
02206;Colonfay;240200444;CC de la Thiérache du Centre
02207;Commenchon;200071785;CA Chauny-Tergnier-La Fère
02208;Concevreux;240200576;CC de la Champagne Picarde
02209;Condé-en-Brie;200072031;CA de la Région de Château-Thierry
02210;Condé-sur-Aisne;240200501;CC du Val de l'Aisne
02211;Condé-sur-Suippe;240200576;CC de la Champagne Picarde
02212;Condren;200071785;CA Chauny-Tergnier-La Fère
02213;Connigis;200072031;CA de la Région de Château-Thierry
02214;Contescourt;200071892;CA du Saint-Quentinois
02215;Corbeny;240200592;CC du Chemin des Dames
02216;Corcy;200071991;CC Retz-en-Valois
02217;Coucy-le-Château-Auffrique;200071769;CC Picardie des Châteaux
02218;Coucy-lès-Eppes;240200576;CC de la Champagne Picarde
02219;Coucy-la-Ville;200071769;CC Picardie des Châteaux
02220;Coulonges-Cohan;200072031;CA de la Région de Château-Thierry
02221;Coupru;240200584;CC du Canton de Charly-sur-Marne
02222;Courbes;200071785;CA Chauny-Tergnier-La Fère
02223;Courboin;200072031;CA de la Région de Château-Thierry
02224;Courcelles-sur-Vesle;240200501;CC du Val de l'Aisne
02225;Courchamps;200072031;CA de la Région de Château-Thierry
02226;Courmelles;240200477;CA GrandSoissons Agglomération
02227;Courmont;200072031;CA de la Région de Château-Thierry
02228;Courtemont-Varennes;200072031;CA de la Région de Château-Thierry
02229;Courtrizy-et-Fussigny;240200576;CC de la Champagne Picarde
02230;Couvrelles;240200501;CC du Val de l'Aisne
02231;Couvron-et-Aumencourt;240200469;CC du Pays de la Serre
02232;Coyolles;200071991;CC Retz-en-Valois
02233;Cramaille;240200519;CC du Canton d'Oulchy-le-Château
02234;Craonne;240200592;CC du Chemin des Dames
02235;Craonnelle;240200592;CC du Chemin des Dames
02236;Crécy-au-Mont;200071769;CC Picardie des Châteaux
02237;Crécy-sur-Serre;240200469;CC du Pays de la Serre
02238;Crépy;200043495;CA du Pays de Laon
02239;Crézancy;200072031;CA de la Région de Château-Thierry
02240;Croix-Fonsomme;240200493;CC du Pays du Vermandois
02241;La Croix-sur-Ourcq;200072031;CA de la Région de Château-Thierry
02242;Crouttes-sur-Marne;240200584;CC du Canton de Charly-sur-Marne
02243;Crouy;240200477;CA GrandSoissons Agglomération
02244;Crupilly;200071983;CC Thiérache Sambre et Oise
02245;Cuffies;240200477;CA GrandSoissons Agglomération
02246;Cugny;200071892;CA du Saint-Quentinois
02248;Cuirieux;240200469;CC du Pays de la Serre
02249;Cuiry-Housse;240200519;CC du Canton d'Oulchy-le-Château
02250;Cuiry-lès-Chaudardes;240200592;CC du Chemin des Dames
02251;Cuiry-lès-Iviers;240200634;CC des Portes de la Thiérache
02252;Cuissy-et-Geny;240200592;CC du Chemin des Dames
02253;Cuisy-en-Almont;240200477;CA GrandSoissons Agglomération
02254;Cutry;200071991;CC Retz-en-Valois
02255;Cys-la-Commune;240200501;CC du Val de l'Aisne
02256;Dagny-Lambercy;240200634;CC des Portes de la Thiérache
02257;Dallon;200071892;CA du Saint-Quentinois
02258;Dammard;200071991;CC Retz-en-Valois
02259;Dampleux;200071991;CC Retz-en-Valois
02260;Danizy;200071785;CA Chauny-Tergnier-La Fère
02261;Dercy;240200469;CC du Pays de la Serre
02262;Deuillet;200071785;CA Chauny-Tergnier-La Fère
02263;Dhuizel;240200501;CC du Val de l'Aisne
02264;Dizy-le-Gros;240200634;CC des Portes de la Thiérache
02265;Dohis;240200634;CC des Portes de la Thiérache
02266;Dolignon;240200634;CC des Portes de la Thiérache
02267;Dommiers;200071991;CC Retz-en-Valois
02268;Domptin;240200584;CC du Canton de Charly-sur-Marne
02269;Dorengt;240200444;CC de la Thiérache du Centre
02270;Douchy;240200493;CC du Pays du Vermandois
02271;Dravegny;200072031;CA de la Région de Château-Thierry
02272;Droizy;240200519;CC du Canton d'Oulchy-le-Château
02273;Dury;200071892;CA du Saint-Quentinois
02274;Ébouleau;240200576;CC de la Champagne Picarde
02275;Effry;240200600;CC des Trois Rivières
02276;Englancourt;240200444;CC de la Thiérache du Centre
02277;Épagny;200071991;CC Retz-en-Valois
02278;Éparcy;240200600;CC des Trois Rivières
02279;Épaux-Bézu;200072031;CA de la Région de Château-Thierry
02280;Épieds;200072031;CA de la Région de Château-Thierry
02281;L'Épine-aux-Bois;240200584;CC du Canton de Charly-sur-Marne
02282;Eppes;200043495;CA du Pays de Laon
02283;Erlon;240200469;CC du Pays de la Serre
02284;Erloy;240200444;CC de la Thiérache du Centre
02286;Esquéhéries;240200444;CC de la Thiérache du Centre
02287;Essigny-le-Grand;200040426;CC du Val de l'Oise
02288;Essigny-le-Petit;200071892;CA du Saint-Quentinois
02289;Essises;240200584;CC du Canton de Charly-sur-Marne
02290;Essômes-sur-Marne;200072031;CA de la Région de Château-Thierry
02291;Estrées;240200493;CC du Pays du Vermandois
02292;Étampes-sur-Marne;200072031;CA de la Région de Château-Thierry
02293;Étaves-et-Bocquiaux;240200493;CC du Pays du Vermandois
02294;Étouvelles;200043495;CA du Pays de Laon
02295;Étréaupont;240200444;CC de la Thiérache du Centre
02296;Étreillers;240200493;CC du Pays du Vermandois
02297;Étrépilly;200072031;CA de la Région de Château-Thierry
02298;Étreux;200071983;CC Thiérache Sambre et Oise
02299;Évergnicourt;240200576;CC de la Champagne Picarde
02302;Faverolles;200071991;CC Retz-en-Valois
02303;Fayet;200071892;CA du Saint-Quentinois
02304;La Fère;200071785;CA Chauny-Tergnier-La Fère
02305;Fère-en-Tardenois;200072031;CA de la Région de Château-Thierry
02306;La Ferté-Chevresis;200040426;CC du Val de l'Oise
02307;La Ferté-Milon;200071991;CC Retz-en-Valois
02308;Fesmy-le-Sart;240200444;CC de la Thiérache du Centre
02309;Festieux;200043495;CA du Pays de Laon
02310;Fieulaine;200071892;CA du Saint-Quentinois
02311;Filain;240200501;CC du Val de l'Aisne
02312;La Flamengrie;240200444;CC de la Thiérache du Centre
02313;Flavigny-le-Grand-et-Beaurain;200071983;CC Thiérache Sambre et Oise
02315;Flavy-le-Martel;200071892;CA du Saint-Quentinois
02316;Fleury;200071991;CC Retz-en-Valois
02317;Fluquières;240200493;CC du Pays du Vermandois
02318;Folembray;200071769;CC Picardie des Châteaux
02319;Fonsomme;200071892;CA du Saint-Quentinois
02320;Fontaine-lès-Clercs;200071892;CA du Saint-Quentinois
02321;Fontaine-lès-Vervins;240200444;CC de la Thiérache du Centre
02322;Fontaine-Notre-Dame;200071892;CA du Saint-Quentinois
02323;Fontaine-Uterte;240200493;CC du Pays du Vermandois
02324;Fontenelle;240200444;CC de la Thiérache du Centre
02326;Fontenoy;200071991;CC Retz-en-Valois
02327;Foreste;240200493;CC du Pays du Vermandois
02328;Fossoy;200072031;CA de la Région de Château-Thierry
02329;Fourdrain;200071785;CA Chauny-Tergnier-La Fère
02330;Francilly-Selency;240200493;CC du Pays du Vermandois
02331;Franqueville;240200444;CC de la Thiérache du Centre
02332;Fresnes-en-Tardenois;200072031;CA de la Région de Château-Thierry
02333;Fresnes-sous-Coucy;200071769;CC Picardie des Châteaux
02334;Fresnoy-le-Grand;240200493;CC du Pays du Vermandois
02335;Fressancourt;200071785;CA Chauny-Tergnier-La Fère
02336;Frières-Faillouël;200071785;CA Chauny-Tergnier-La Fère
02337;Froidestrées;240200444;CC de la Thiérache du Centre
02338;Froidmont-Cohartille;240200469;CC du Pays de la Serre
02339;Gandelu;200072031;CA de la Région de Château-Thierry
02340;Gauchy;200071892;CA du Saint-Quentinois
02341;Gercy;240200444;CC de la Thiérache du Centre
02342;Gergny;240200444;CC de la Thiérache du Centre
02343;Germaine;240200493;CC du Pays du Vermandois
02345;Gibercourt;200040426;CC du Val de l'Oise
02346;Gizy;240200576;CC de la Champagne Picarde
02347;Gland;200072031;CA de la Région de Château-Thierry
02349;Goudelancourt-lès-Berrieux;240200592;CC du Chemin des Dames
02350;Goudelancourt-lès-Pierrepont;240200576;CC de la Champagne Picarde
02351;Goussancourt;200072031;CA de la Région de Château-Thierry
02352;Gouy;240200493;CC du Pays du Vermandois
02353;Grandlup-et-Fay;240200469;CC du Pays de la Serre
02354;Grandrieux;240200634;CC des Portes de la Thiérache
02355;Gricourt;240200493;CC du Pays du Vermandois
02356;Grisolles;200072031;CA de la Région de Château-Thierry
02357;Gronard;240200444;CC de la Thiérache du Centre
02358;Grougis;200071983;CC Thiérache Sambre et Oise
02359;Grugies;200071892;CA du Saint-Quentinois
02360;Villeneuve-sur-Aisne;240200576;CC de la Champagne Picarde
02361;Guise;200071983;CC Thiérache Sambre et Oise
02362;Guivry;200071785;CA Chauny-Tergnier-La Fère
02363;Guny;200071769;CC Picardie des Châteaux
02364;Guyencourt;240200576;CC de la Champagne Picarde
02366;Hannapes;200071983;CC Thiérache Sambre et Oise
02367;Happencourt;200071892;CA du Saint-Quentinois
02368;Haramont;200071991;CC Retz-en-Valois
02369;Harcigny;240200444;CC de la Thiérache du Centre
02370;Hargicourt;240200493;CC du Pays du Vermandois
02371;Harly;200071892;CA du Saint-Quentinois
02372;Hartennes-et-Taux;240200519;CC du Canton d'Oulchy-le-Château
02373;Hary;240200444;CC de la Thiérache du Centre
02374;Lehaucourt;240200493;CC du Pays du Vermandois
02375;Hautevesnes;200072031;CA de la Région de Château-Thierry
02376;Hauteville;200071983;CC Thiérache Sambre et Oise
02377;Haution;240200444;CC de la Thiérache du Centre
02378;La Hérie;240200600;CC des Trois Rivières
02379;Le Hérie-la-Viéville;240200444;CC de la Thiérache du Centre
02380;Hinacourt;200040426;CC du Val de l'Oise
02381;Hirson;240200600;CC des Trois Rivières
02382;Holnon;240200493;CC du Pays du Vermandois
02383;Homblières;200071892;CA du Saint-Quentinois
02384;Houry;240200444;CC de la Thiérache du Centre
02385;Housset;240200444;CC de la Thiérache du Centre
02386;Iron;200071983;CC Thiérache Sambre et Oise
02387;Itancourt;200040426;CC du Val de l'Oise
02388;Iviers;240200600;CC des Trois Rivières
02389;Jaulgonne;200072031;CA de la Région de Château-Thierry
02390;Jeancourt;240200493;CC du Pays du Vermandois
02391;Jeantes;240200600;CC des Trois Rivières
02392;Joncourt;240200493;CC du Pays du Vermandois
02393;Jouaignes;240200501;CC du Val de l'Aisne
02395;Jumencourt;200071769;CC Picardie des Châteaux
02396;Jumigny;240200592;CC du Chemin des Dames
02397;Jussy;200071892;CA du Saint-Quentinois
02398;Juvigny;240200477;CA GrandSoissons Agglomération
02399;Juvincourt-et-Damary;240200576;CC de la Champagne Picarde
02400;Laffaux;240200501;CC du Val de l'Aisne
02401;Laigny;240200444;CC de la Thiérache du Centre
02402;Lanchy;240200493;CC du Pays du Vermandois
02403;Landifay-et-Bertaignemont;240200444;CC de la Thiérache du Centre
02404;Landouzy-la-Cour;240200444;CC de la Thiérache du Centre
02405;Landouzy-la-Ville;240200600;CC des Trois Rivières
02406;Landricourt;200071769;CC Picardie des Châteaux
02407;Laniscourt;200043495;CA du Pays de Laon
02408;Laon;200043495;CA du Pays de Laon
02409;Lappion;240200576;CC de la Champagne Picarde
02410;Largny-sur-Automne;200071991;CC Retz-en-Valois
02411;Latilly;200072031;CA de la Région de Château-Thierry
02412;Launoy;240200519;CC du Canton d'Oulchy-le-Château
02413;Laval-en-Laonnois;200043495;CA du Pays de Laon
02414;Lavaqueresse;200071983;CC Thiérache Sambre et Oise
02415;Laversine;200071991;CC Retz-en-Valois
02416;Lemé;240200444;CC de la Thiérache du Centre
02417;Lempire;240200493;CC du Pays du Vermandois
02418;Lerzy;240200444;CC de la Thiérache du Centre
02419;Leschelle;240200444;CC de la Thiérache du Centre
02420;Lesdins;200071892;CA du Saint-Quentinois
02421;Lesges;240200501;CC du Val de l'Aisne
02422;Lesquielles-Saint-Germain;200071983;CC Thiérache Sambre et Oise
02423;Leuilly-sous-Coucy;200071769;CC Picardie des Châteaux
02424;Leury;240200477;CA GrandSoissons Agglomération
02425;Leuze;240200600;CC des Trois Rivières
02426;Levergies;240200493;CC du Pays du Vermandois
02427;Lhuys;240200501;CC du Val de l'Aisne
02428;Licy-Clignon;200072031;CA de la Région de Château-Thierry
02429;Lierval;200043495;CA du Pays de Laon
02430;Liesse-Notre-Dame;240200576;CC de la Champagne Picarde
02431;Liez;200071785;CA Chauny-Tergnier-La Fère
02432;Limé;240200501;CC du Val de l'Aisne
02433;Lislet;240200634;CC des Portes de la Thiérache
02435;Logny-lès-Aubenton;240200600;CC des Trois Rivières
02438;Longpont;200071991;CC Retz-en-Valois
02439;Les Septvallons;240200501;CC du Val de l'Aisne
02440;Lor;240200576;CC de la Champagne Picarde
02441;Louâtre;200071991;CC Retz-en-Valois
02442;Loupeigne;200072031;CA de la Région de Château-Thierry
02443;Lucy-le-Bocage;240200584;CC du Canton de Charly-sur-Marne
02444;Lugny;240200444;CC de la Thiérache du Centre
02445;Luzoir;240200444;CC de la Thiérache du Centre
02446;Ly-Fontaine;200040426;CC du Val de l'Oise
02447;Maast-et-Violaine;240200519;CC du Canton d'Oulchy-le-Château
